Record_ID,City,Location,Date,Time,Vehicle_Count,Traffic_Density,Accident_Reported,Weather,Road_Type
931,Udaipur,Udiapole,08-02-2024,19:00:00,299,High,No,Foggy,Residential
932,Udaipur,Udiapole,08-02-2024,20:00:00,250,Low,No,Rainy,NH
933,Udaipur,Surajpole,08-02-2024,21:00:00,373,Medium,No,Clear,City Road
934,Udaipur,Chetak Circle,08-02-2024,22:00:00,359,Low,Yes,Rainy,City Road
935,Udaipur,Udiapole,08-02-2024,23:00:00,254,Medium,No,Foggy,City Road
936,Udaipur,Chetak Circle,09-02-2024,00:00:00,153,Medium,Yes,Clear,City Road
937,Udaipur,Chetak Circle,09-02-2024,01:00:00,272,High,No,Clear,Residential
938,Udaipur,Hiran Magri,09-02-2024,02:00:00,52,Low,No,Foggy,NH
939,Udaipur,Goverdhan Vilas,09-02-2024,03:00:00,323,Low,No,Clear,City Road
940,Udaipur,Hiran Magri,09-02-2024,04:00:00,115,Medium,No,Rainy,NH
941,Udaipur,Fatehpura,09-02-2024,05:00:00,235,Low,Yes,Foggy,City Road
942,Udaipur,Fatehpura,09-02-2024,06:00:00,218,Medium,Yes,Clear,Residential
943,Udaipur,Surajpole,09-02-2024,07:00:00,298,Medium,Yes,Rainy,City Road
944,Udaipur,Udiapole,09-02-2024,08:00:00,309,High,No,Clear,Residential
945,Udaipur,Chetak Circle,09-02-2024,09:00:00,112,High,Yes,Clear,Residential
946,Udaipur,Udiapole,09-02-2024,10:00:00,399,Low,Yes,Rainy,Residential
947,Udaipur,Hiran Magri,09-02-2024,11:00:00,456,Medium,No,Foggy,City Road
948,Udaipur,Fatehpura,09-02-2024,12:00:00,151,Medium,No,Rainy,City Road
949,Udaipur,Goverdhan Vilas,09-02-2024,13:00:00,249,Low,No,Rainy,Residential
950,Udaipur,Hiran Magri,09-02-2024,14:00:00,207,Medium,Yes,Clear,City Road
951,Udaipur,Fatehpura,09-02-2024,15:00:00,271,Medium,Yes,Clear,NH
952,Udaipur,Fatehpura,09-02-2024,16:00:00,192,Medium,No,Foggy,City Road
953,Udaipur,Chetak Circle,09-02-2024,17:00:00,280,High,Yes,Clear,Residential
954,Udaipur,Udiapole,09-02-2024,18:00:00,463,Low,Yes,Clear,Residential
955,Udaipur,Hiran Magri,09-02-2024,19:00:00,420,Low,No,Foggy,City Road
956,Udaipur,Udiapole,09-02-2024,20:00:00,268,High,No,Rainy,City Road
957,Udaipur,Chetak Circle,09-02-2024,21:00:00,388,Low,No,Clear,City Road
958,Udaipur,Goverdhan Vilas,09-02-2024,22:00:00,308,Low,No,Foggy,Residential
959,Udaipur,Surajpole,09-02-2024,23:00:00,59,Low,No,Rainy,City Road
960,Udaipur,Hiran Magri,10-02-2024,00:00:00,226,High,No,Foggy,Residential
961,Udaipur,Chetak Circle,10-02-2024,01:00:00,92,High,Yes,Clear,NH
962,Udaipur,Udiapole,10-02-2024,02:00:00,495,Low,No,Clear,Residential
963,Udaipur,Goverdhan Vilas,10-02-2024,03:00:00,285,High,No,Foggy,City Road
964,Udaipur,Surajpole,10-02-2024,04:00:00,431,High,Yes,Rainy,Residential
965,Udaipur,Surajpole,10-02-2024,05:00:00,140,High,No,Rainy,NH
966,Udaipur,Udiapole,10-02-2024,06:00:00,375,High,No,Rainy,City Road
967,Udaipur,Hiran Magri,10-02-2024,07:00:00,447,Medium,Yes,Rainy,Residential
968,Udaipur,Udiapole,10-02-2024,08:00:00,236,Medium,Yes,Clear,City Road
969,Udaipur,Chetak Circle,10-02-2024,09:00:00,151,Medium,No,Foggy,NH
970,Udaipur,Fatehpura,10-02-2024,10:00:00,269,Low,Yes,Rainy,Residential
971,Udaipur,Fatehpura,10-02-2024,11:00:00,119,Low,No,Rainy,City Road
972,Udaipur,Goverdhan Vilas,10-02-2024,12:00:00,417,Medium,Yes,Clear,NH
973,Udaipur,Udiapole,10-02-2024,13:00:00,175,Low,No,Clear,City Road
974,Udaipur,Udiapole,10-02-2024,14:00:00,388,Low,No,Foggy,City Road
975,Udaipur,Hiran Magri,10-02-2024,15:00:00,98,Low,Yes,Foggy,NH
976,Udaipur,Goverdhan Vilas,10-02-2024,16:00:00,169,High,No,Clear,NH
977,Udaipur,Surajpole,10-02-2024,17:00:00,407,Medium,Yes,Clear,NH
978,Udaipur,Surajpole,10-02-2024,18:00:00,314,Low,No,Foggy,NH
979,Udaipur,Chetak Circle,10-02-2024,19:00:00,118,Medium,No,Foggy,City Road
980,Udaipur,Surajpole,10-02-2024,20:00:00,333,High,Yes,Clear,Residential
981,Udaipur,Hiran Magri,10-02-2024,21:00:00,80,Low,No,Clear,Residential
982,Udaipur,Hiran Magri,10-02-2024,22:00:00,398,Medium,No,Clear,NH
983,Udaipur,Surajpole,10-02-2024,23:00:00,395,Medium,Yes,Clear,City Road
984,Udaipur,Surajpole,11-02-2024,00:00:00,459,Low,No,Rainy,Residential
985,Udaipur,Goverdhan Vilas,11-02-2024,01:00:00,95,Low,Yes,Clear,Residential
986,Udaipur,Goverdhan Vilas,11-02-2024,02:00:00,382,Medium,Yes,Clear,Residential
987,Udaipur,Hiran Magri,11-02-2024,03:00:00,142,Low,No,Foggy,City Road
988,Udaipur,Goverdhan Vilas,11-02-2024,04:00:00,120,Medium,Yes,Rainy,NH
989,Udaipur,Udiapole,11-02-2024,05:00:00,190,Low,No,Foggy,City Road
990,Udaipur,Chetak Circle,11-02-2024,06:00:00,242,High,No,Rainy,NH
991,Udaipur,Fatehpura,11-02-2024,07:00:00,330,Low,No,Clear,NH
992,Udaipur,Fatehpura,11-02-2024,08:00:00,324,Low,Yes,Rainy,City Road
993,Udaipur,Goverdhan Vilas,11-02-2024,09:00:00,395,Low,No,Rainy,NH
994,Udaipur,Hiran Magri,11-02-2024,10:00:00,219,Low,No,Foggy,City Road
995,Udaipur,Surajpole,11-02-2024,11:00:00,246,Low,Yes,Rainy,Residential
996,Udaipur,Chetak Circle,11-02-2024,12:00:00,380,High,No,Foggy,Residential
997,Udaipur,Fatehpura,11-02-2024,13:00:00,208,Low,Yes,Foggy,NH
998,Udaipur,Surajpole,11-02-2024,14:00:00,138,Low,No,Clear,NH
999,Udaipur,Hiran Magri,11-02-2024,15:00:00,470,Low,Yes,Rainy,NH
1000,Udaipur,Goverdhan Vilas,11-02-2024,16:00:00,345,High,Yes,Rainy,Residential
1001,Udaipur,Surajpole,11-02-2024,17:00:00,427,High,No,Clear,NH
1002,Udaipur,Goverdhan Vilas,11-02-2024,18:00:00,380,Low,Yes,Clear,NH
1003,Udaipur,Fatehpura,11-02-2024,19:00:00,331,Low,No,Clear,NH
1004,Udaipur,Hiran Magri,11-02-2024,20:00:00,268,High,No,Foggy,Residential
1005,Udaipur,Udiapole,11-02-2024,21:00:00,97,High,Yes,Foggy,City Road
1006,Udaipur,Surajpole,11-02-2024,22:00:00,284,Low,Yes,Clear,NH
1007,Udaipur,Goverdhan Vilas,11-02-2024,23:00:00,215,Low,No,Clear,NH
1008,Udaipur,Goverdhan Vilas,12-02-2024,00:00:00,480,Medium,No,Clear,NH
1009,Udaipur,Hiran Magri,12-02-2024,01:00:00,252,Low,No,Rainy,City Road
1010,Udaipur,Udiapole,12-02-2024,02:00:00,354,Low,No,Clear,NH
1011,Udaipur,Udiapole,12-02-2024,03:00:00,119,Low,Yes,Rainy,City Road
1012,Udaipur,Fatehpura,12-02-2024,04:00:00,268,High,No,Foggy,City Road
1013,Udaipur,Udiapole,12-02-2024,05:00:00,58,Medium,No,Foggy,Residential
1014,Udaipur,Hiran Magri,12-02-2024,06:00:00,429,Low,No,Rainy,NH
1015,Udaipur,Fatehpura,12-02-2024,07:00:00,399,High,No,Rainy,City Road
1016,Udaipur,Goverdhan Vilas,12-02-2024,08:00:00,110,Low,No,Rainy,NH
1017,Udaipur,Goverdhan Vilas,12-02-2024,09:00:00,239,Medium,No,Clear,City Road
1018,Udaipur,Hiran Magri,12-02-2024,10:00:00,347,Low,No,Rainy,NH
1019,Udaipur,Goverdhan Vilas,12-02-2024,11:00:00,407,Low,No,Rainy,City Road
1020,Udaipur,Udiapole,12-02-2024,12:00:00,86,Low,Yes,Rainy,City Road
1021,Udaipur,Chetak Circle,12-02-2024,13:00:00,204,Medium,Yes,Rainy,NH
1022,Udaipur,Goverdhan Vilas,12-02-2024,14:00:00,462,Medium,Yes,Foggy,NH
1023,Udaipur,Chetak Circle,12-02-2024,15:00:00,305,High,No,Rainy,Residential
1024,Udaipur,Fatehpura,12-02-2024,16:00:00,390,Medium,Yes,Foggy,Residential
1025,Udaipur,Udiapole,12-02-2024,17:00:00,168,Low,No,Clear,City Road
1026,Udaipur,Goverdhan Vilas,12-02-2024,18:00:00,376,Medium,No,Foggy,Residential
1027,Udaipur,Fatehpura,12-02-2024,19:00:00,414,Low,No,Clear,NH
1028,Udaipur,Surajpole,12-02-2024,20:00:00,243,Low,No,Rainy,NH
1029,Udaipur,Fatehpura,12-02-2024,21:00:00,61,Medium,Yes,Clear,City Road
1030,Udaipur,Surajpole,12-02-2024,22:00:00,404,High,No,Foggy,City Road
1031,Udaipur,Udiapole,12-02-2024,23:00:00,264,High,No,Clear,NH
1032,Udaipur,Hiran Magri,13-02-2024,00:00:00,105,Medium,No,Clear,NH
1033,Udaipur,Surajpole,13-02-2024,01:00:00,96,High,No,Clear,NH
1034,Udaipur,Chetak Circle,13-02-2024,02:00:00,479,Low,Yes,Clear,City Road
1035,Udaipur,Fatehpura,13-02-2024,03:00:00,267,Low,No,Foggy,City Road
1036,Udaipur,Chetak Circle,13-02-2024,04:00:00,222,Low,Yes,Foggy,City Road
1037,Udaipur,Fatehpura,13-02-2024,05:00:00,460,High,Yes,Clear,NH
1038,Udaipur,Fatehpura,13-02-2024,06:00:00,291,Medium,Yes,Foggy,Residential
1039,Udaipur,Udiapole,13-02-2024,07:00:00,234,Medium,Yes,Foggy,NH
1040,Udaipur,Chetak Circle,13-02-2024,08:00:00,232,Medium,No,Rainy,NH
1041,Udaipur,Udiapole,13-02-2024,09:00:00,418,Low,Yes,Clear,City Road
1042,Udaipur,Chetak Circle,13-02-2024,10:00:00,362,High,Yes,Foggy,NH
1043,Udaipur,Udiapole,13-02-2024,11:00:00,279,Low,No,Clear,City Road
1044,Udaipur,Fatehpura,13-02-2024,12:00:00,442,Low,Yes,Foggy,NH
1045,Udaipur,Hiran Magri,13-02-2024,13:00:00,192,High,Yes,Rainy,NH
1046,Udaipur,Surajpole,13-02-2024,14:00:00,431,Medium,No,Clear,City Road
1047,Udaipur,Fatehpura,13-02-2024,15:00:00,233,Low,No,Clear,NH
1048,Udaipur,Fatehpura,13-02-2024,16:00:00,433,Low,No,Clear,Residential
1049,Udaipur,Udiapole,13-02-2024,17:00:00,500,Low,Yes,Foggy,NH
1050,Udaipur,Surajpole,13-02-2024,18:00:00,386,High,No,Clear,Residential
1051,Udaipur,Goverdhan Vilas,13-02-2024,19:00:00,340,High,No,Rainy,NH
1052,Udaipur,Udiapole,13-02-2024,20:00:00,440,Low,No,Clear,Residential
1053,Udaipur,Surajpole,13-02-2024,21:00:00,433,High,Yes,Clear,City Road
1054,Udaipur,Hiran Magri,13-02-2024,22:00:00,178,High,Yes,Clear,NH
1055,Udaipur,Chetak Circle,13-02-2024,23:00:00,271,Medium,Yes,Foggy,Residential
1056,Udaipur,Goverdhan Vilas,14-02-2024,00:00:00,383,Medium,Yes,Clear,NH
1057,Udaipur,Fatehpura,14-02-2024,01:00:00,408,Medium,Yes,Clear,City Road
1058,Udaipur,Fatehpura,14-02-2024,02:00:00,131,Low,Yes,Rainy,City Road
1059,Udaipur,Fatehpura,14-02-2024,03:00:00,421,High,No,Clear,NH
1060,Udaipur,Chetak Circle,14-02-2024,04:00:00,230,Low,No,Foggy,NH
1061,Udaipur,Chetak Circle,14-02-2024,05:00:00,345,Medium,No,Clear,NH
1062,Udaipur,Fatehpura,14-02-2024,06:00:00,328,Medium,No,Clear,NH
1063,Udaipur,Hiran Magri,14-02-2024,07:00:00,266,High,Yes,Rainy,Residential
1064,Udaipur,Surajpole,14-02-2024,08:00:00,404,High,Yes,Foggy,Residential
1065,Udaipur,Hiran Magri,14-02-2024,09:00:00,310,High,Yes,Foggy,NH
1066,Udaipur,Fatehpura,14-02-2024,10:00:00,193,High,Yes,Rainy,Residential
1067,Udaipur,Chetak Circle,14-02-2024,11:00:00,364,Medium,Yes,Foggy,NH
1068,Udaipur,Hiran Magri,14-02-2024,12:00:00,198,Medium,Yes,Rainy,City Road
1069,Udaipur,Surajpole,14-02-2024,13:00:00,436,Low,No,Rainy,Residential
1070,Udaipur,Chetak Circle,14-02-2024,14:00:00,123,Medium,No,Rainy,City Road
1071,Udaipur,Hiran Magri,14-02-2024,15:00:00,253,Medium,No,Rainy,Residential
1072,Udaipur,Udiapole,14-02-2024,16:00:00,361,Medium,Yes,Foggy,NH
1073,Udaipur,Udiapole,14-02-2024,17:00:00,302,Medium,Yes,Clear,City Road
1074,Udaipur,Fatehpura,14-02-2024,18:00:00,311,High,No,Clear,NH
1075,Udaipur,Fatehpura,14-02-2024,19:00:00,320,Low,Yes,Foggy,City Road
1076,Udaipur,Hiran Magri,14-02-2024,20:00:00,372,High,Yes,Rainy,Residential
1077,Udaipur,Surajpole,14-02-2024,21:00:00,365,High,No,Foggy,Residential
1078,Udaipur,Hiran Magri,14-02-2024,22:00:00,73,Low,Yes,Foggy,City Road
1079,Udaipur,Udiapole,14-02-2024,23:00:00,189,Medium,No,Foggy,Residential
1080,Udaipur,Fatehpura,15-02-2024,00:00:00,461,Low,No,Rainy,City Road
1081,Udaipur,Chetak Circle,15-02-2024,01:00:00,126,Low,No,Foggy,Residential
1082,Udaipur,Chetak Circle,15-02-2024,02:00:00,398,Medium,Yes,Foggy,NH
1083,Udaipur,Chetak Circle,15-02-2024,03:00:00,210,High,No,Rainy,Residential
1084,Udaipur,Hiran Magri,15-02-2024,04:00:00,348,High,Yes,Rainy,Residential
1085,Udaipur,Goverdhan Vilas,15-02-2024,05:00:00,462,Medium,Yes,Foggy,City Road
1086,Udaipur,Goverdhan Vilas,15-02-2024,06:00:00,478,Medium,No,Rainy,City Road
1087,Udaipur,Goverdhan Vilas,15-02-2024,07:00:00,111,Medium,Yes,Clear,NH
1088,Udaipur,Goverdhan Vilas,15-02-2024,08:00:00,396,Medium,No,Foggy,Residential
1089,Udaipur,Goverdhan Vilas,15-02-2024,09:00:00,405,Low,Yes,Foggy,Residential
1090,Udaipur,Chetak Circle,15-02-2024,10:00:00,488,High,No,Clear,NH
1091,Udaipur,Hiran Magri,15-02-2024,11:00:00,261,Medium,No,Foggy,NH
1092,Udaipur,Chetak Circle,15-02-2024,12:00:00,426,Medium,Yes,Rainy,Residential
1093,Udaipur,Fatehpura,15-02-2024,13:00:00,176,High,Yes,Rainy,NH
1094,Udaipur,Hiran Magri,15-02-2024,14:00:00,57,High,No,Clear,City Road
1095,Udaipur,Goverdhan Vilas,15-02-2024,15:00:00,498,High,No,Rainy,NH
1096,Udaipur,Fatehpura,15-02-2024,16:00:00,160,Low,No,Rainy,NH
1097,Udaipur,Surajpole,15-02-2024,17:00:00,327,High,No,Clear,Residential
1098,Udaipur,Surajpole,15-02-2024,18:00:00,146,Medium,Yes,Rainy,NH
1099,Udaipur,Surajpole,15-02-2024,19:00:00,107,High,Yes,Clear,City Road
1100,Udaipur,Goverdhan Vilas,15-02-2024,20:00:00,168,Low,Yes,Rainy,Residential
1101,Udaipur,Fatehpura,15-02-2024,21:00:00,129,High,Yes,Clear,City Road
1102,Udaipur,Chetak Circle,15-02-2024,22:00:00,287,Low,Yes,Rainy,City Road
1103,Udaipur,Chetak Circle,15-02-2024,23:00:00,256,High,No,Rainy,Residential
1104,Udaipur,Fatehpura,16-02-2024,00:00:00,227,Medium,No,Rainy,City Road
1105,Udaipur,Udiapole,16-02-2024,01:00:00,326,Medium,No,Clear,Residential
1106,Udaipur,Surajpole,16-02-2024,02:00:00,277,Low,Yes,Rainy,NH
1107,Udaipur,Fatehpura,16-02-2024,03:00:00,408,Low,Yes,Rainy,Residential
1108,Udaipur,Udiapole,16-02-2024,04:00:00,362,Low,Yes,Foggy,Residential
1109,Udaipur,Udiapole,16-02-2024,05:00:00,50,Low,No,Rainy,Residential
1110,Udaipur,Chetak Circle,16-02-2024,06:00:00,288,Low,Yes,Clear,NH
1111,Udaipur,Hiran Magri,16-02-2024,07:00:00,326,Low,Yes,Rainy,Residential
1112,Udaipur,Goverdhan Vilas,16-02-2024,08:00:00,460,Low,No,Rainy,NH
1113,Udaipur,Surajpole,16-02-2024,09:00:00,76,Low,Yes,Rainy,NH
1114,Udaipur,Goverdhan Vilas,16-02-2024,10:00:00,165,Medium,No,Rainy,City Road
1115,Udaipur,Surajpole,16-02-2024,11:00:00,135,Medium,Yes,Rainy,Residential
1116,Udaipur,Udiapole,16-02-2024,12:00:00,345,Medium,Yes,Foggy,Residential
1117,Udaipur,Hiran Magri,16-02-2024,13:00:00,53,Medium,No,Rainy,Residential
1118,Udaipur,Goverdhan Vilas,16-02-2024,14:00:00,96,Low,No,Foggy,NH
1119,Udaipur,Fatehpura,16-02-2024,15:00:00,238,High,No,Clear,Residential
1120,Udaipur,Udiapole,16-02-2024,16:00:00,218,High,Yes,Foggy,Residential
1121,Udaipur,Udiapole,16-02-2024,17:00:00,252,High,No,Rainy,NH
1122,Udaipur,Udiapole,16-02-2024,18:00:00,142,Low,No,Rainy,City Road
1123,Udaipur,Surajpole,16-02-2024,19:00:00,473,Medium,Yes,Rainy,NH
1124,Udaipur,Chetak Circle,16-02-2024,20:00:00,95,Medium,No,Foggy,City Road
1125,Udaipur,Chetak Circle,16-02-2024,21:00:00,226,Low,Yes,Foggy,City Road
1126,Udaipur,Fatehpura,16-02-2024,22:00:00,494,Medium,No,Clear,NH
1127,Udaipur,Goverdhan Vilas,16-02-2024,23:00:00,296,Medium,No,Clear,Residential
1128,Udaipur,Surajpole,17-02-2024,00:00:00,448,Low,No,Clear,NH
1129,Udaipur,Hiran Magri,17-02-2024,01:00:00,206,High,Yes,Rainy,NH
1130,Udaipur,Udiapole,17-02-2024,02:00:00,86,Medium,No,Clear,NH
1131,Udaipur,Fatehpura,17-02-2024,03:00:00,201,Medium,No,Foggy,City Road
1132,Udaipur,Udiapole,17-02-2024,04:00:00,80,Medium,Yes,Clear,NH
1133,Udaipur,Chetak Circle,17-02-2024,05:00:00,288,Medium,No,Foggy,City Road
1134,Udaipur,Hiran Magri,17-02-2024,06:00:00,107,Medium,Yes,Foggy,NH
1135,Udaipur,Surajpole,17-02-2024,07:00:00,302,Medium,Yes,Rainy,City Road
1136,Udaipur,Udiapole,17-02-2024,08:00:00,499,Low,No,Foggy,City Road
1137,Udaipur,Udiapole,17-02-2024,09:00:00,366,High,No,Clear,Residential
1138,Udaipur,Goverdhan Vilas,17-02-2024,10:00:00,314,High,Yes,Clear,Residential
1139,Udaipur,Udiapole,17-02-2024,11:00:00,442,High,No,Rainy,City Road
1140,Udaipur,Udiapole,17-02-2024,12:00:00,466,Low,Yes,Rainy,Residential
1141,Udaipur,Udiapole,17-02-2024,13:00:00,67,High,No,Clear,Residential
1142,Udaipur,Hiran Magri,17-02-2024,14:00:00,122,High,No,Rainy,NH
1143,Udaipur,Udiapole,17-02-2024,15:00:00,208,Medium,No,Rainy,City Road
1144,Udaipur,Chetak Circle,17-02-2024,16:00:00,447,High,Yes,Foggy,City Road
1145,Udaipur,Udiapole,17-02-2024,17:00:00,457,Low,Yes,Foggy,Residential
1146,Udaipur,Fatehpura,17-02-2024,18:00:00,143,Low,Yes,Clear,City Road
1147,Udaipur,Fatehpura,17-02-2024,19:00:00,231,High,Yes,Foggy,Residential
1148,Udaipur,Fatehpura,17-02-2024,20:00:00,312,High,No,Rainy,Residential
1149,Udaipur,Surajpole,17-02-2024,21:00:00,448,Low,Yes,Rainy,NH
1150,Udaipur,Goverdhan Vilas,17-02-2024,22:00:00,290,High,No,Rainy,Residential
1151,Udaipur,Hiran Magri,17-02-2024,23:00:00,386,Low,No,Clear,City Road
1152,Udaipur,Udiapole,18-02-2024,00:00:00,449,Medium,Yes,Rainy,Residential
1153,Udaipur,Chetak Circle,18-02-2024,01:00:00,332,Low,No,Clear,NH
1154,Udaipur,Chetak Circle,18-02-2024,02:00:00,443,Low,No,Clear,Residential
1155,Udaipur,Goverdhan Vilas,18-02-2024,03:00:00,413,Low,Yes,Foggy,Residential
1156,Udaipur,Udiapole,18-02-2024,04:00:00,204,Medium,No,Clear,City Road
1157,Udaipur,Chetak Circle,18-02-2024,05:00:00,408,High,Yes,Foggy,NH
1158,Udaipur,Surajpole,18-02-2024,06:00:00,133,Medium,No,Clear,NH
1159,Udaipur,Chetak Circle,18-02-2024,07:00:00,342,High,No,Clear,Residential
1160,Udaipur,Goverdhan Vilas,18-02-2024,08:00:00,240,Low,Yes,Clear,City Road
1161,Udaipur,Goverdhan Vilas,18-02-2024,09:00:00,338,High,No,Clear,Residential
1162,Udaipur,Udiapole,18-02-2024,10:00:00,376,High,Yes,Clear,City Road
1163,Udaipur,Hiran Magri,18-02-2024,11:00:00,192,Medium,No,Rainy,NH
1164,Udaipur,Goverdhan Vilas,18-02-2024,12:00:00,306,Medium,Yes,Foggy,NH
1165,Udaipur,Hiran Magri,18-02-2024,13:00:00,281,Low,Yes,Foggy,City Road
1166,Udaipur,Hiran Magri,18-02-2024,14:00:00,190,High,Yes,Clear,Residential
1167,Udaipur,Udiapole,18-02-2024,15:00:00,142,Medium,Yes,Foggy,NH
1168,Udaipur,Chetak Circle,18-02-2024,16:00:00,222,High,No,Foggy,Residential
1169,Udaipur,Chetak Circle,18-02-2024,17:00:00,244,Low,Yes,Foggy,Residential
1170,Udaipur,Goverdhan Vilas,18-02-2024,18:00:00,178,Low,Yes,Foggy,City Road
1171,Udaipur,Hiran Magri,18-02-2024,19:00:00,395,Low,No,Clear,Residential
1172,Udaipur,Udiapole,18-02-2024,20:00:00,150,Low,No,Foggy,NH
1173,Udaipur,Fatehpura,18-02-2024,21:00:00,239,Low,Yes,Foggy,City Road
1174,Udaipur,Surajpole,18-02-2024,22:00:00,413,Medium,No,Clear,NH
1175,Udaipur,Hiran Magri,18-02-2024,23:00:00,359,High,No,Rainy,City Road
1176,Udaipur,Hiran Magri,19-02-2024,00:00:00,282,High,No,Foggy,Residential
1177,Udaipur,Goverdhan Vilas,19-02-2024,01:00:00,476,High,Yes,Rainy,City Road
1178,Udaipur,Hiran Magri,19-02-2024,02:00:00,152,High,Yes,Clear,City Road
1179,Udaipur,Hiran Magri,19-02-2024,03:00:00,70,High,No,Foggy,City Road
1180,Udaipur,Surajpole,19-02-2024,04:00:00,79,Low,Yes,Rainy,Residential
1181,Udaipur,Udiapole,19-02-2024,05:00:00,459,Low,Yes,Rainy,Residential
1182,Udaipur,Fatehpura,19-02-2024,06:00:00,169,Low,Yes,Clear,NH
1183,Udaipur,Fatehpura,19-02-2024,07:00:00,343,Low,No,Foggy,City Road
1184,Udaipur,Goverdhan Vilas,19-02-2024,08:00:00,452,Low,No,Foggy,NH
1185,Udaipur,Hiran Magri,19-02-2024,09:00:00,313,Medium,Yes,Foggy,NH
1186,Udaipur,Chetak Circle,19-02-2024,10:00:00,177,High,Yes,Clear,Residential
1187,Udaipur,Goverdhan Vilas,19-02-2024,11:00:00,306,Medium,No,Foggy,Residential
1188,Udaipur,Surajpole,19-02-2024,12:00:00,104,Low,No,Clear,City Road
1189,Udaipur,Udiapole,19-02-2024,13:00:00,497,Medium,Yes,Clear,Residential
1190,Udaipur,Goverdhan Vilas,19-02-2024,14:00:00,78,Medium,No,Foggy,City Road
1191,Udaipur,Udiapole,19-02-2024,15:00:00,308,High,Yes,Clear,NH
1192,Udaipur,Hiran Magri,19-02-2024,16:00:00,323,Low,No,Rainy,NH
1193,Udaipur,Surajpole,19-02-2024,17:00:00,407,High,Yes,Foggy,City Road
1194,Udaipur,Goverdhan Vilas,19-02-2024,18:00:00,413,Low,Yes,Foggy,NH
1195,Udaipur,Goverdhan Vilas,19-02-2024,19:00:00,255,High,No,Clear,NH
1196,Udaipur,Goverdhan Vilas,19-02-2024,20:00:00,162,High,No,Clear,NH
1197,Udaipur,Hiran Magri,19-02-2024,21:00:00,92,High,Yes,Clear,Residential
1198,Udaipur,Hiran Magri,19-02-2024,22:00:00,200,High,Yes,Foggy,City Road
1199,Udaipur,Goverdhan Vilas,19-02-2024,23:00:00,255,Medium,Yes,Rainy,City Road
1200,Udaipur,Surajpole,20-02-2024,00:00:00,238,Low,Yes,Rainy,City Road
1201,Udaipur,Goverdhan Vilas,20-02-2024,01:00:00,492,High,No,Rainy,NH
1202,Udaipur,Chetak Circle,20-02-2024,02:00:00,144,High,No,Clear,Residential
1203,Udaipur,Fatehpura,20-02-2024,03:00:00,150,Medium,No,Rainy,City Road
1204,Udaipur,Surajpole,20-02-2024,04:00:00,213,Medium,Yes,Clear,NH
1205,Udaipur,Goverdhan Vilas,20-02-2024,05:00:00,413,High,Yes,Clear,NH
1206,Udaipur,Hiran Magri,20-02-2024,06:00:00,284,High,No,Rainy,City Road
1207,Udaipur,Chetak Circle,20-02-2024,07:00:00,448,Medium,No,Rainy,City Road
1208,Udaipur,Fatehpura,20-02-2024,08:00:00,240,Medium,No,Clear,City Road
1209,Udaipur,Fatehpura,20-02-2024,09:00:00,487,Low,Yes,Clear,NH
1210,Udaipur,Hiran Magri,20-02-2024,10:00:00,478,Low,Yes,Clear,City Road
1211,Udaipur,Chetak Circle,20-02-2024,11:00:00,379,High,No,Foggy,City Road
1212,Udaipur,Fatehpura,20-02-2024,12:00:00,147,High,Yes,Rainy,City Road
1213,Udaipur,Fatehpura,20-02-2024,13:00:00,410,Medium,No,Foggy,NH
1214,Udaipur,Fatehpura,20-02-2024,14:00:00,110,Low,Yes,Foggy,City Road
1215,Udaipur,Fatehpura,20-02-2024,15:00:00,77,High,Yes,Foggy,City Road
1216,Udaipur,Fatehpura,20-02-2024,16:00:00,115,High,No,Foggy,Residential
1217,Udaipur,Udiapole,20-02-2024,17:00:00,349,Medium,No,Foggy,City Road
1218,Udaipur,Chetak Circle,20-02-2024,18:00:00,277,Medium,No,Rainy,City Road
1219,Udaipur,Goverdhan Vilas,20-02-2024,19:00:00,229,High,Yes,Rainy,Residential
1220,Udaipur,Chetak Circle,20-02-2024,20:00:00,366,Low,Yes,Clear,City Road
1221,Udaipur,Fatehpura,20-02-2024,21:00:00,116,Medium,No,Clear,Residential
1222,Udaipur,Goverdhan Vilas,20-02-2024,22:00:00,471,High,Yes,Foggy,NH
1223,Udaipur,Chetak Circle,20-02-2024,23:00:00,318,High,Yes,Rainy,City Road
1224,Udaipur,Chetak Circle,21-02-2024,00:00:00,400,Medium,No,Rainy,City Road
1225,Udaipur,Goverdhan Vilas,21-02-2024,01:00:00,208,Low,Yes,Rainy,NH
1226,Udaipur,Goverdhan Vilas,21-02-2024,02:00:00,127,Low,Yes,Clear,Residential
1227,Udaipur,Hiran Magri,21-02-2024,03:00:00,305,Medium,Yes,Foggy,City Road
1228,Udaipur,Hiran Magri,21-02-2024,04:00:00,345,Low,No,Clear,Residential
1229,Udaipur,Fatehpura,21-02-2024,05:00:00,127,High,Yes,Clear,NH
1230,Udaipur,Fatehpura,21-02-2024,06:00:00,239,High,No,Foggy,Residential
1231,Udaipur,Fatehpura,21-02-2024,07:00:00,130,Medium,Yes,Foggy,Residential
1232,Udaipur,Goverdhan Vilas,21-02-2024,08:00:00,329,Low,No,Clear,City Road
1233,Udaipur,Surajpole,21-02-2024,09:00:00,153,Medium,No,Foggy,Residential
1234,Udaipur,Hiran Magri,21-02-2024,10:00:00,270,Medium,Yes,Rainy,NH
